,,,and waste of feathers or parts of feathers,,,,
I,18,507,"Ivory,   tortoise-shell,   whalebone   and   whalebone   hair,",2.50%,2.50%,5%,
,,[Except 050790],"horns, unworked or simply prepared but not cut to shape; powder and waste of these products.",,,,
I,19,508,"Coral and similar materials, unworked or simply prepared but not otherwise worked; shells of molluscs, crustaceans or   echinoderms   and   cuttle-bone,   unworked  or   simply",2.50%,2.50%,5%,
,,,"prepared but not cut to shape, powder and waste thereof.",,,,
I,20,510,"Ambergris,  castoreum,  civet  and  musk; cantharides; bile, whether  or  not  dried;  glands  and  other  animal  products used in the preparation of pharmaceutical products, fresh,",2.50%,2.50%,5%,
,,,"chilled, frozen or otherwise provisionally preserved.",,,,
I,21,511,Animal products not elsewhere specified or included; dead,2.50%,2.50%,5%,
,,,"animals of Chapter 1 or 3, unfit  for human consumption, other than semen including frozen semen.",,,,
I,22,7,"Herb,  bark,  dry  plant,  dry  root,  commonly  known  as",2.50%,2.50%,5%,
,,,jaribooti and dry flower,,,,
I,23,, [Omitted],,,,
I,24,,[Omitted],,,,
I,25,713,"Dried   leguminous   vegetables,   shelled,   whether   or   not skinned or split   pre-packaged and labelled.",2.50%,2.50%,5%,
I,26,714,"Manioc,  arrowroot,  salep,  Jerusalem  artichokes,  sweet potatoes and  similar  roots and tubers with high starch or inulin content, frozen, whether or not sliced or in the form of pellets pre-packaged and labelled.",2.50%,2.50%,5%,
I,27,801,"Cashew    nuts,    whether   or   not    shelled    or   peeled,",2.50%,2.50%,5%,
,,,desiccated coconuts,,,,
I,28,802,"Dried areca nuts, whether or not shelled or peeled",2.50%,2.50%,5%,
I,29,"0802,","Dried  chestnuts  (singhada),  whether  or  not  shelled  or peeled",2.50%,2.50%,5%,
,,813,,,,,
I,29A,802,"Walnuts, whether or not shelled",2.50%,2.50%,5%,
I,30,8,"Dried makhana, whether or not shelled or peeled pre-packaged and labelled.",2.50%,2.50%,5%,
I,30A,804,"Mangoes sliced, dried",2.50%,2.50%,5%,
I,31,806,"Grapes, dried, and raisins",2.50%,2.50%,5%,
I,32,811,"Fruit and nuts, uncooked or cooked by steaming or boiling",2.50%,2.50%,5%,
,,,"in water, frozen, whether or not containing added sugar or other sweetening matter",,,,
I,33,812,"Fruit  and  nuts,  provisionally  preserved  (for  example,  by sulphur dioxide gas, in brine,  in sulphur water or in other preservative  solutions),  but  unsuitable  in  that  state  for",2.50%,2.50%,5%,
,,,immediate consumption,,,,
I,33A,,[Omitted],,,,
I,34,814,"Peel  of  citrus  fruit  or  melons  (including  watermelons), frozen,   dried   or   provisionally   preserved   in   brine,   in",2.50%,2.50%,5%,
,,,sulphur water or in other preservative solutions,,,,
I,35,901,"Coffee  roasted,  whether  or  not  decaffeinated coffee",2.50%,2.50%,5%,
,,,husks  and  skins;  coffee  substitutes  containing  coffee  in any proportion [other than coffee beans not roasted],,,,
I,36,902,"Tea,  whether  or  not  flavoured  [other  than  unprocessed",2.50%,2.50%,5%,
,,,green leaves of tea,,,,
I,37,903,Maté,2.50%,2.50%,5%,
I,38,904,Pepper  of  the  genus  Piper;  dried  or  crushed  or  ground,2.50%,2.50%,5%,
,,,fruits of the genus Capsicum or of the genus Pimenta,,,,
I,39,905,Vanilla,2.50%,2.50%,5%,
I,40,906,Cinnamon and cinnamon-tree flowers,2.50%,2.50%,5%,
I,41,907,"Cloves (whole fruit, cloves and stems)",2.50%,2.50%,5%,
I,42,908,"Nutmeg, mace and cardamoms",2.50%,2.50%,5%,
I,43,909,"Seeds   of   anise,   badian,   fennel,   coriander,   cumin   or",2.50%,2.50%,5%,
,,,caraway; juniper berries [other than of seed quality],,,,
I,44,0910 [other,"Ginger    other    than    fresh    ginger,    saffron,    turmeric (curcuma)  other  than  fresh  turmeric,  thyme,  bay  leaves, curry and other spices",2.50%,2.50%,5%,
,,than 0910 11,,,,,
,,"10, 0910 30",,,,,
,,10],,,,,
I,45,10,All goods i.e. cereals pre-packaged and labelled.,2.50%,2.50%,5%,
I,46,1001,Wheat  and  meslin pre-packaged and labelled.,2.50%,2.50%,5%,
I,47,1002,Rye  pre-packaged and labelled.,2.50%,2.50%,5%,
I,48,1003,Barley  pre-packaged and labelled.,2.50%,2.50%,5%,
I,49,1004,Oats  pre-packaged and labelled.,2.50%,2.50%,5%,
I,50,1005,Maize (corn) pre-packaged and labelled.,2.50%,2.50%,5%,
I,51,1006,Rice pre-packaged and labelled.,2.50%,2.50%,5%,
I,52,1007,Grain sorghum pre-packaged and labelled.,2.50%,2.50%,5%,
I,53,1008,"Buckwheat, millet  and canary seed; other cereals such as Jawar,  Bajra,  Ragi pre-packaged and labelled.",2.50%,2.50%,5%,
I,54,1101,Wheat or meslin flour pre-packaged and labelled.,2.50%,2.50%,5%,
I,55,1102,"Cereal  flours  other  than  of  wheat  or  meslin  i.e.  maize (corn) flour, Rye flour, etc. pre-packaged and labelled.",2.50%,2.50%,5%,
I,56,1103,"Cereal groats,  meal and  pellets,  including  suji  and  dalia pre-packaged and labelled.",2.50%,2.50%,5%,
I,57,1104,"Cereal  grains   otherwise   worked   (for   example,   rolled, flaked, pearled, sliced or kibbled), except  rice of heading 1006;  germ  of  cereals,  whole,  rolled,  flaked  or  ground",2.50%,2.50%,5%,
,,,[other than hulled cereal grains],,,,
I,58,1105,"Meal,  powder,  Flour flakes,  granules  and  pellets  of potatoes pre-packaged and labelled.",2.50%,2.50%,5%,
I,59,1106,"Meal  and  powder  of  the  dried  leguminous  vegetables  of heading  0713  (pulses)  [other than guar  meal 1106  10  10 and guar gum refined split   {0713}], of sago or of roots or tubers of heading 0714 or of the products of Chapter 8 pre-packaged and labelled.",2.50%,2.50%,5%,
I,60,,[Omitted],,,,
I,61,713,Guar gum refined split,2.50%,2.50%,5%,
I,62,1109 00 00,"Wheat gluten, whether or not dried",2.50%,2.50%,5%,
I,63,12,All goods other than of seed quality,2.50%,2.50%,5%,
I,64,1201,"Soya  beans,  whether  or  not  broken  other  than  of  seed quality.",2.50%,2.50%,5%,
I,65,1202,"Ground-nuts, not roasted or otherwise cooked, whether or",2.50%,2.50%,5%,
,,,not shelled or broken other than of seed quality.,,,,
I,66,1203,Copra,2.50%,2.50%,5%,
I,67,1204,"Linseed, whether or not broken other than of seed quality.",2.50%,2.50%,5%,
I,68,1205,"Rape or colza seeds, whether or not broken other than of",2.50%,2.50%,5%,
,,,seed quality.,,,,
I,69,1206,"Sunflower seeds, whether or not broken other than of seed",2.50%,2.50%,5%,
,,,quality,,,,
I,70,1207,"Other  oil seeds  and  oleaginous  fruits  (i.e.  Palm  nuts  and kernels,  cotton  seeds,  Castor  oil  seeds,  Sesamum  seeds,",2.50%,2.50%,5%,
,,,"Mustard   seeds,   Saffower   (Carthamustinctorius)   seeds, Melon  seeds,  Poppy  seeds,  Ajams,  Mango  kernel,  Niger seed,  Kokam)  whether  or  not  broken,  other  than  of seed quality",,,,
I,71,1208,"Flour  and  meals  of  oil  seeds  or  oleaginous  fruits,  other",2.50%,2.50%,5%,
,,,than those of mustard,,,,
I,71A,1209,Tamarind seeds meant for any use other than sowing,2.50%,2.50%,5%,
I,72,1210 20 00,"Hop  cones,  ground,  powdered  or  in  the  form  of  pellets; lupulin",2.50%,2.50%,5%,
I,73,1211,"Plants and parts of plants (including  seeds and fruits), of a kind  used  primarily  in  perfumery,  in  pharmacy  or  for insecticidal, fungicidal or similar purpose, frozen or dried,",2.50%,2.50%,5%,
,,,"whether or not cut, crushed or powdered",,,,
I,74,1212,"Locust  beans,  seaweeds  and  other  algae,  sugar  beet  and sugar  cane,  frozen  or  dried,  whether  or  not  ground;  fruit stones and kernels and other vegetable products (including unroasted        chicory        roots        of        the        variety Cichoriumintybussativum)  of  a  kind  used  primarily  for human consumption, not elsewhere specified or included",2.50%,2.50%,5%,
I,75,1301,"Natural   gums,   resins,   gum-resins   and   oleoresins   (for",2.50%,2.50%,5%,
,,,"example, balsams) [other than lac and shellac]",,,,
I,76,1301,Compounded asafoetida commonly known as heeng,2.50%,2.50%,5%,
I,76A,13,Tamarind Kernel powder,2.50%,2.50%,5%,
I,77,1401,Vegetable  materials of a  kind  used  primarily  for  plaiting,2.50%,2.50%,5%,
,,,"(for example, bamboos, rattans, reeds, rushes, osier, raffia, cleaned, bleached or dyed cereal straw, and lime bark)",,,,
I,78,1404 [other,"Vegetable  products  not  elsewhere  specified  or  included such as, Cotton linters, Soap nuts, Hard seeds, pips, hulls and nuts, of a kind used primarily for carving,  Rudraksha seeds [other than bidi wrapper leaves (tendu), betel leaves, Indian katha, coconut shell, unworked",2.50%,2.50%,5%,
,,than 1404 90,,,,,
,,"10, 1404 90",,,,,
,,"40, 1404 90",,,,,
,,50] [1404 90,,,,,
,,60,,,,,
I,78A,1404 or,Mehendi paste in cones,2.50%,2.50%,5%,
,,3305,,,,,
I,79,1507,"Soya-bean oil and its fractions, whether or not refined, but",2.50%,2.50%,5%,
,,,not chemically modified,,,,
I,80,1508,"Ground-nut  oil  and  its  fractions,  whether  or  not  refined,",2.50%,2.50%,5%,
,,,but not chemically modified.,,,,
I,81,1509,"Olive oil and its fractions, whether or not refined, but not",2.50%,2.50%,5%,
,,,chemically modified.,,,,
I,82,1510,"Other oils and their fractions, obtained solely from olives, whether   or   not   refined,   but   not   chemically  modified, including  blends  of  these  oils  or  fractions  with  oils  or fractions of heading 1509",2.50%,2.50%,5%,
I,83,1511,"Palm oil and its fractions, whether or not refined, but not",2.50%,2.50%,5%,
,,,chemically modified.,,,,
I,84,1512,"Sunflower-seed, safflower or cotton-seed oil and fractions thereof,   whether   or   not   refined,   but   not   chemically",2.50%,2.50%,5%,
,,,modified.,,,,
I,85,1513,"Coconut (copra), palm kernel or babassu oil and fractions",2.50%,2.50%,5%,
,,,"thereof,   whether   or   not   refined,   but   not   chemically modified.",,,,
I,86,1514,"Rape, colza or mustard oil and  fractions thereof, whether",2.50%,2.50%,5%,
,,,"or not refined, but not chemically modified.",,,,
I,87,1515,Other   fixed   vegetable   or   microbial   fats   and   oils,2.50%,2.50%,5%,
,,,"(including  jojoba  oil)  and  their  fractions,  whether  or  not refined, but not chemically modified",,,,
I,88,1516,"Vegetable   fats   and  oils   and   their   fractions,   partly  or wholly   hydrogenated,   inter-esterified,   re-esterified   or elaidinised,   whether   or   not   refined,   but   not   further",2.50%,2.50%,5%,
,,,prepared.,,,,
I,89,1517,Edible  mixtures  or  preparations  of     vegetable  fats  or vegetable oils or of fractions of different vegetable fats or,2.50%,2.50%,5%,
,,,"vegetable oils of this Chapter, other than edible fats or oils or their fractions of heading 1516",,,,
I,90,1518,"Vegetable   fats   and   oils   and   their   fractions,   boiled, oxidised, dehydrated, sulphurised, blown, polymerised by heat  in  vacuum  or  in  inert  gas  or  otherwise  chemically",2.50%,2.50%,5%,
,,,"modified, excluding those of heading 1516",,,,
I,91,1701,"Beet sugar, cane sugar",2.50%,2.50%,5%,
I,91A,1701 or 1702,"Jaggery of all types including Cane Jaggery (gur), Palmyra Jaggery, pre-packaged and labelled; Khandsari Sugar, pre-packaged and labelled; Rab, pre-packaged and labelled",2.50%,2.50%,5%,
I,92,1702 or,"Palmyra  sugar,   mishri,   batasha,   bura,   sakar,  khadi sakar,    harda,    sakariya,    gatta,    kuliya,    elaichidana, lukumdana, chikkis like puffed rice chikki, peanut chikki, sesame chikki, til chikki, til patti, til revdi, sugar makhana,",2.50%,2.50%,5%,
,,1704,"groundnut sweets, gajak, khaja, khajuli, anarsa",,,,
I,93,1801,"Cocoa beans whole or broken, raw or roasted",2.50%,2.50%,5%,
I,94,1802,"Cocoa shells, husks, skins and other cocoa waste",2.50%,2.50%,5%,
I,95,1803,Cocoa paste whether or not de-fatted,2.50%,2.50%,5%,
I,96,1901 20 00,"Mixes and doughs for the preparation of bread, pastry and",2.50%,2.50%,5%,
,,,other baker's wares,,,,
I,97,1902,Seviyan (vermicelli),2.50%,2.50%,5%,
I,98,1903,"Tapioca  and  substitutes therefor  prepared  from starch,  in",2.50%,2.50%,5%,
,,,"the  form  of  flakes,  grains,  pearls,  siftings  or  in  similar forms. (sabudana)",,,,
I,98A,1904,"Puffed rice, commonly known as Muri, flattened or beaten rice, commonly known as Chira, parched rice, commonly known as khoi, parched paddy or rice coated with sugar or gur, commonly known as Murki, pre-packaged and labelled”;",2.50%,2.50%,5%,
I,99,1905,Pizza bread,2.50%,2.50%,5%,
I,99A,1905 or,"Khakhra, Plain chapatti or roti",2.50%,2.50%,5%,
,,2106,,,,,
I,100,1905 40 00,"Rusks, toasted bread and similar toasted products",2.50%,2.50%,5%,
I,100A,2106,"Roasted Gram, idli/dosa batter, chutney powder",2.50%,2.50%,5%,
I,101,2106 90,Sweetmeats,2.50%,2.50%,5%,
I,101A,2106 90,"Namkeens,  bhujia,  mixture,  chabena  and  similar  edible preparations  in  ready  for  consumption  form, other than those pre-packaged and labelled.",2.50%,2.50%,5%,
I,102,2201 90 10,Ice and snow,2.50%,2.50%,5%,
I,102A,2207,Ethyl alcohol supplied to Oil Marketing Companies or Petroleum refineries for blending with motor spirit (petrol),2.50%,2.50%,5%,
I,103,2301,"Flours, meals and pellets, of meat or meat offal, of fish or",2.50%,2.50%,5%,
,,,"of  crustaceans,  molluscs  or  other  aquatic  invertebrates, unfit for human consumption; greaves",,,,
I,103A,2302,"Bran, sharps and other residues, whether or not in the form of pellets, derived from the sifting, milling or other working of cereals or of leguminous plants [other than aquatic feed including shrimp feed and prawn feed, poultry feed and cattle feed, including grass, hay and straw, supplement and additives, husk of pulses including chilka, concentrates including chuni or churi, khanda, wheat bran, de-oiled cake",2.50%,2.50%,5%,
I,103B,2302,Rice bran (other than de-oiled rice bran),2.50%,2.50%,5%,
I,104,2303,"Residues of starch manufacture and similar residues, beet-",2.50%,2.50%,5%,
,,,"pulp,   bagasse   and   other   waste  of  sugar   manufacture,brewing  or  distilling  dregs  and  waste,  whether  or  not  in",,,,
,,,the form of pellets,,,,
I,105,2304,"Oil-cake  and  other  solid  residues,  whether  or not  ground or in the  form of pellets, resulting  from the extraction of",2.50%,2.50%,5%,
,,,soyabean oil ,,,,
I,106,2305,"Oil-cake  and  other  solid  residues,  whether  or not  ground",2.50%,2.50%,5%,
,,,"or in the  form of pellets, resulting  from the extraction of ground-nut oil.",,,,
I,107,2306,"Oil-cake and other solid residues, whether or not ground or in the  form of pellets, resulting  from the extraction of vegetable  or  microbial  fats  or  oils,  other  than  those  of heading 2304 or 2305 other than cottonseed oil cake",2.50%,2.50%,5%,
I,108,2307,Wine lees; argol,2.50%,2.50%,5%,
I,109,2401,Tobacco leaves,2.50%,2.50%,5%,
I,110,2502,Unroasted iron pyrites.,2.50%,2.50%,5%,
I,111,2503,"Sulphur   of   all   kinds,   other   than   sublimed   sulphur,",2.50%,2.50%,5%,
,,,precipitated sulphur and colloidal sulphur,,,,
I,112,2504,Natural graphite.,2.50%,2.50%,5%,
I,113,2505,"Natural sands of all kinds, whether or not coloured, other",2.50%,2.50%,5%,
,,,than metal bearing sands of Chapter 26.,,,,
I,114,2506,"Quartz (other than natural sands); quartzite, whether or not roughly trimmed  or  merely  cut,  by sawing  or  otherwise, into  blocks  or  slabs  of  a  rectangular  (including  square)",2.50%,2.50%,5%,
,,,shape.,,,,
I,115,2507,"Kaolin and other kaolinic clays, whether or not calcined.",2.50%,2.50%,5%,
I,116,2508,Other  clays  (not  including  expanded  clays  of  heading,2.50%,2.50%,5%,
,,,"6806), andalusite, kyanite and sillimanite,  whether or not calcined; mullite; chamotte or dinas earths.",,,,
I,117,2509,Chalk.,2.50%,2.50%,5%,
I,118,2510,"Natural  calcium  phosphates,  natural  aluminium  calcium",2.50%,2.50%,5%,
,,,phosphates and phosphatic chalk.,,,,
I,119,2511,Natural    barium    sulphate    (barytes);    natural    barium,2.50%,2.50%,5%,
,,,"carbonate (witherite),  whether or not  calcined, other than barium oxide of heading 2816.",,,,
I,120,2512,"Siliceous  fossil  meals  (for  example,  kieselguhr,  tripolite and diatomite) and similar siliceous earths, whether or not",2.50%,2.50%,5%,
,,,"calcined, of an apparent specific gravity of 1 or less.",,,,
I,121,2513,"Pumice  stone;  emery;  natural  corundum,  natural  garnet",2.50%,2.50%,5%,
,,,"and other natural abrasives, whether or not heat-treated.",,,,
I,122,2514,"Slate,  whether  or  not  roughly trimmed  or  merely  cut,  by sawing or otherwise, into blocks or slabs of a rectangular",2.50%,2.50%,5%,
,,,(including square) shape.,,,,
I,123,[2515,"Ecaussine  and  other  calcareous  monumental  or  building stone  alabaster  [other  than  marble  and  travertine],  other than mirror polished stone which is ready to use",2.50%,2.50%,5%,
,,"(Except 2515 12 10,",,,,,
,,"2515 12 20,",,,,,
,,2515 12 90),,,,,
,,or 6802,,,,,
I,123A,2515 11 00,"Marble and travertine, crude or roughly trimmed",2.50%,2.50%,5%,
I,124,2516,"Porphyry,   basalt,   sandstone   and  other   monumental  or building stone, whether or not roughly trimmed or merely",2.50%,2.50%,5%,
,,"[Except 2516 11 00,","cut,  by  sawing  or  otherwise,  into  blocks  or  slabs  of  a rectangular (including square) shape.",,,,
,,2516 12 00],,,,,
I,125,2516 11 00,Granite crude or roughly trimmed,2.50%,2.50%,5%,
I,126,2517,"Pebbles,   gravel,   broken   or   crushed   stone,   of   a   kind commonly    used    for    concrete    aggregates,    for    road metalling or for railway or other ballast, shingle and flint, whether  or  not  heat-treated;  macadam  of  slag,  dross  or similar  industrial waste, whether  or not  incorporating  the materials  cited  in  the  first  part  of  the  heading;  tarred macadam;   grenules   cheeping   and   powder   of   stones",2.50%,2.50%,5%,
,,,heading 2515 or 2516 whether or not heat treated.,,,,
I,127,2518,"Dolomite, whether or not calcined or sintered, including dolomite  roughly  trimmed  or  merely  cut,  by  sawing  or otherwise, into blocks or slabs of a rectangular (including square)   shape;   2518   10   dolomite,   Not   calcined   or sintered",2.50%,2.50%,5%,
I,128,2519,"Natural     magnesium     carbonate     (magnesite);     fused magnesia;  dead-burned  (sintered)  magnesia,  whether  or not  containing  small  quantities  of  other  oxides  added",2.50%,2.50%,5%,
,,,"before  sintering;  other  magnesium oxide,  whether  or  not pure.",,,,
I,129,2520,"Gypsum;   anhydrite;   plasters   (consisting   of   calcined gypsum  or  calcium  sulphate)  whether  or  not  coloured,",2.50%,2.50%,5%,
,,,with   or   without   small   quantities   of   accelerators   or retarders.,,,,
I,130,2521,"Limestone flux; limestone and other calcareous stone, of a",2.50%,2.50%,5%,
,,,kind used for the manufacture of lime or cement.,,,,
I,131,2522,"Quicklime,  slaked  lime  and  hydraulic  lime,  other  than",2.50%,2.50%,5%,
,,,calcium oxide and hydroxide of heading 2825.,,,,
I,132,2524,Asbestos,2.50%,2.50%,5%,
I,133,2525,"Mica, including splitting; mica waste.",2.50%,2.50%,5%,
I,134,2526,"Natural steatite, whether or not roughly trimmed or merely cut,  by  sawing  or  otherwise,  into  blocks  or  slabs  of  a rectangular (including square) shape; talc.",2.50%,2.50%,5%,
I,135,2528,"Natural borates  and  concentrates thereof (whether  or  not calcined), but not including borates separated from natural brine; natural boric acid containing not more than 85% of H3BO3 (claculated on dry weight)",2.50%,2.50%,5%,
I,136,2529,"Feldspar;    leucite,    nepheline    and    nepheline    syenite;",2.50%,2.50%,5%,
,,,fluorspar.,,,,
I,137,2530,Mineral substances not elsewhere specified or included.,2.50%,2.50%,5%,
I,138,,Omitted,,,,
I,139,,Omitted,,,,
I,140,,Omitted,,,,
I,141,,Omitted,,,,
I,142,,Omitted,,,,
I,143,,Omitted,,,,
I,144,,Omitted,,,,
I,145,,Omitted,,,,
I,146,,Omitted,,,,
I,147,,Omitted,,,,
I,148,,Omitted,,,,
I,149,2611,Tungsten ores and concentrates.,2.50%,2.50%,5%,
I,150,2612,Uranium or thorium ores and concentrates.,2.50%,2.50%,5%,
I,151,2613,Molybdenum ores and concentrates.,2.50%,2.50%,5%,
I,152,2614,Titanium ores and concentrates.,2.50%,2.50%,5%,
I,153,2615,"Niobium,   tantalum,   vanadium   or   zirconium   ores   and",2.50%,2.50%,5%,
,,,concentrates.,,,,
I,154,2616,Precious metal ores and concentrates.,2.50%,2.50%,5%,
I,155,2617,Other ores and concentrates,2.50%,2.50%,5%,
I,156,2618,Granulated slag (slag sand) from the manufacture of iron,2.50%,2.50%,5%,
,,,or steel,,,,
I,156A,2621,Fly Ash,2.50%,2.50%,5%,
I,157,27,Bio-gas,2.50%,2.50%,5%,
I,158,2701,"Coal;    briquettes,    ovoids    and    similar    solid    fuels",2.50%,2.50%,5%,
,,,manufactured from coal,,,,
I,159,2702,"Lignite, whether or not agglomerated, excluding jet",2.50%,2.50%,5%,
I,160,2703,"Peat (including peat litter), whether or not agglomerated",2.50%,2.50%,5%,
I,161,2704,"Coke and semi coke of coal, of lignite or of peat, whether or not agglomerated; retort carbon",2.50%,2.50%,5%,
I,162,2705,"Coal gas, water gas, producer gas and similar gases, other",2.50%,2.50%,5%,
,,,than petroleum gases and other gaseous hydrocarbons,,,,
I,163,,Omitted,,,,
I,164,2710,"(a) kerosene oil PDS, (b) The following bunker fuels for use in ships or vessels, namely,",2.50%,2.50%,5%,
,,,i. IFO 180 CST,,,,
,,,ii. IFO 380 CST                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                       iii.Marine Fuel 0.5% (FO),,,,
I,165,"2711 12 00,","Liquefied    Propane    and    Butane    mixture,    Liquefied Propane,   Liquefied   Butane   and   Liquefied   Petroleum Gases   (LPG)   for   supply   to   non- domestic  exempted  category  (NDEC)  customers  by  the Indian   Oil   Corporation   Limited,   Hindustan   petroleum Corporation  Limited   or   Bharat   Petroleum  Corporation Limited.",2.50%,2.50%,5%,
,,"2711 13 00,",,,,,
,,2711 19  00,,,,,
I,165A,2711 12 00,"Liquefied  Propane  and  Butane  mixture,  Liquefied  Propane, Liquefied  Butane  and  Liquefied  Petroleum  Gases  (LPG)  for supply to household domestic consumers”;",2.50%,2.50%,5%,
,,"2711 13 00,",,,,,
,,2711 19 00,,,,,
I,166,28,Thorium oxalate,2.50%,2.50%,5%,
I,167,28,Enriched KBF4 (enriched potassium fluroborate),2.50%,2.50%,5%,
I,168,28,Enriched elemental boron,2.50%,2.50%,5%,
I,169,28,Nuclear fuel,2.50%,2.50%,5%,
I,170,2805 11,Nuclear grade sodium,2.50%,2.50%,5%,
I,170A,2809,Fertilizer grade phosphoric acid,2.50%,2.50%,5%,
I,171,2845,Heavy water and other nuclear fuels,2.50%,2.50%,5%,
I,172,2853,Compressed air,2.50%,2.50%,5%,
I,173,30,Insulin,2.50%,2.50%,5%,
I,174,"3002, 3006",Animal or Human Blood Vaccines,2.50%,2.50%,5%,
I,175,30,Diagnostic kits for detection of all types of hepatitis,2.50%,2.50%,5%,
I,176,30,Desferrioxamine injection or deferiprone,2.50%,2.50%,5%,
I,177,30,Cyclosporin,2.50%,2.50%,5%,
I,178,30,Medicaments (including veterinary medicaments) used  in,2.50%,2.50%,5%,
,,,bio-chemic systems and not bearing a brand name,,,,
I,179,30,Oral re-hydration salts,2.50%,2.50%,5%,
I,180,30 or any Chapter,Drugs  or  medicines  including  their  salts  and  esters  and,2.50%,2.50%,5%,
,,,"diagnostic  test  kits,  specified  in  List  1  appended  to  this Schedule",,,,
I,181,30,Formulations manufactured from the bulk drugs specified,2.50%,2.50%,5%,
,,,in List 2 appended to this Schedule,,,,
I,181A,30,"Medicaments (including  those used  in Ayurvedic,  Unani, Siddha,      Homeopathic      or      Bio-chemic      systems), manufactured exclusively in accordance with the formulae described  in the authoritative  books specified  in the  First Schedule  to  the  Drugs  and  Cosmetics  Act,  1940  (23  of 1940)  or  Homeopathic  Pharmacopoeia  of  India  or  the United  States of America  or  the  United  Kingdom  or  the German Homeopathic Pharmacopoeia, as the case may be, and  sold  under  the  name  as  specified  in  such  books  or",2.50%,2.50%,5%,
,,,pharmacopoeia,,,,
I,181B,3006,"Ostomy appliances including pouch or flange, stoma adhesive paste, barrier cream, irrigator kit, sleeves, belt, micro-pore tapes",2.50%,2.50%,5%,
I,182,3101,All  goods  i.e.  animal  or  vegetable  fertilisers  or  organic fertilisers pre-packaged and labelled,2.50%,2.50%,5%,
I,182A,3102,"Mineral  or  chemical  fertilisers,  nitrogenous,  other  than",2.50%,2.50%,5%,
,,,those which are clearly not to be used as fertilizers,,,,
I,182B,3103,"Mineral  or  chemical  fertilisers,  phosphatic,  other  than",2.50%,2.50%,5%,
,,,those which are clearly not to be used as fertilizers,,,,
I,182C,3104,"Mineral or chemical fertilisers,  potassic, other than those",2.50%,2.50%,5%,
,,,which are clearly not to be used as fertilizers,,,,
I,182D,3105,"Mineral or chemical fertilisers containing two or three of the    fertilising    elements    nitrogen,    phosphorus    and potassium;   other   fertilisers;   goods   of   this   Chapter   in tablets or similar  forms or  in packages of a  gross weight not  exceeding  10  kg;  other  than  those  which  are  clearly not to be used as fertilizers”;",2.50%,2.50%,5%,
I,183,32,"Wattle extract, quebracho extract, chestnut extract",2.50%,2.50%,5%,
I,184,3202,Enzymatic preparations for pre-tanning,2.50%,2.50%,5%,
I,185,3307 41 00,"Agarbatti, lobhan, dhoop batti, dhoop, sambraani",2.50%,2.50%,5%,
I,186,3402,"Sulphonated castor oil, fish oil or sperm oil",2.50%,2.50%,5%,
I,186A,3816,Dolomite ramming mix,2.50%,2.50%,5%,
I,186B,386,Bio-diesel   supplied   to   Oil   Marketing   Companies   for,2.50%,2.50%,5%,
,,,blending with High Speed Diesel,,,,
I,187,,Omitted,,,,
